시가총액	상장주식수	액면가	매매단위	외국인한도주식수	외국인보유주식수	외국인소진율	투자의견	목표주가	PER_202009	EPS_202009	추정PER	추정EPS	PBR_202009	BPS_202009	배당수익률	동일업종PER	동일업종등락률
"2,091"	46822295	1000	1	46822295	4980434	10.64	NA	NA	NA	-1230	NA	NA	0.69	6446	NA	51.92	1.31
"3,398"	13247561	5000	1	13247561	1013755	7.65	NA	NA	NA	-11544	NA	NA	0.49	52837	NA	63.27	3.47
"4,695"	95716791	1000	1	95716791	7666167	8.01	4	6000	18.44	266	NA	NA	0.31	15772	NA	-27.68	2
"2조 5,062"	17283906	1000	1	17283906	5408587	31.29	3.77	172455	19.15	7570	19.15	7570	3.73	38910	NA	-27.68	2
"1조 9,067"	325935246	5000	1	325935246	124968881	38.34	3.8	7207	3.97	1474	3.75	1562	0.22	26773	NA	4.89	0.72
"1,986"	624615	5000	1	624615	11901	1.91	NA	NA	15.03	21155	NA	NA	0.6	532318	NA	30.14	2.17
"3조 1,803"	29176998	5000	1	29176998	5937467	20.35	3.8	119600	18.11	6020	12.63	8633	0.76	142604	NA	29.15	1.43
"9,688"	35100000	500	1	35100000	1998253	5.69	3.27	24364	NA	-18557	-2.02	-13657	7.04	3923	NA	-18.79	3.6
"3조 7,640"	22812344	5000	1	22812344	4805036	21.06	3.87	210000	29.75	5547	31.36	5261	0.97	170246	NA	11.67	3.18
"1,716"	35930773	500	1	35930773	0	0	NA	NA	48.23	99	NA	NA	2.6	1837	NA	27.45	1.17
"6조 5,787"	15054186	5000	1	15054186	3698591	24.57	4	560882	9.07	48157	8.91	49071	1.26	346067	NA	11.67	3.18
677	1154482	5000	1	1154482	31289	2.71	NA	NA	7.43	7883	NA	NA	0.29	202418	NA	41.1	2.67
"1,654"	201173933	500	1	201173933	4926070	2.45	NA	NA	18.27	45	NA	NA	0.6	1380	NA	25.31	1.67
"2,199"	42446389	5000	1	42446389	3592593	8.46	NA	NA	3.67	1412	NA	NA	0.29	18148	NA	6.3	2.81
"2조 9,736"	70800000	500	1	70800000	29230299	41.29	4	63214	5.35	7850	5.57	7542	0.38	109727	NA	7.1	0.65
"2조 8,149"	44398588	5000	1	44398588	11640983	26.22	4	74000	17.11	3706	NA	NA	3.52	17994	NA	21.24	2.04
"1조 2,077"	169145833	5000	1	169145833	79975042	47.28	3.87	8553	3.64	1960	3.79	1884	0.24	29563	NA	4.89	0.72
"1,429"	19930000	500	1	19930000	356824	1.79	NA	NA	38.55	186	NA	NA	0.38	18723	NA	43.41	4.89
925	16000000	500	1	16000000	267246	1.67	NA	NA	10.57	547	NA	NA	0.57	10055	NA	21.46	3.4
747	14400000	500	1	14400000	508801	3.53	NA	NA	13.66	380	NA	NA	0.51	10192	NA	41.1	2.67
"2,850"	6860000	5000	1	6860000	312984	4.56	NA	NA	4.15	10022	NA	NA	0.24	171763	NA	19.16	1.29
"7,607"	143259000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1조 5,015"	15400000	500	1	15400000	1478629	9.6	4	124818	17.24	5657	19.31	5049	2.97	32799	NA	30.14	2.17
"9,928"	61855670	500	1	61855670	3909357	6.32	3.88	18813	NA	-215	-17.04	-942	1.91	8420	NA	-25.11	1.1
"3조 5,912"	92915378	5000	1	92915378	17992116	19.36	3.75	50000	NA	-922	-62.04	-623	0.43	90703	NA	-12.33	4.48
"3조 5,765"	80370313	5000	1	80370313	22089977	27.49	4	46525	11.64	3822	8.58	5188	0.86	51747	NA	7.42	4.06
"1,816"	82533764	2500	1	82533764	2485841	3.01	NA	NA	NA	-200	NA	NA	0.49	4510	NA	9.29	5.26
"2조 7,142"	77000000	1000	1	77000000	11405531	14.81	4	48118	16.07	2194	15.12	2332	1.19	29520	NA	-27.68	2
"7,050"	59741721	5000	1	59741721	13155166	22.02	NA	NA	6.67	1768	NA	NA	0.29	40345	NA	7.42	4.06
"1,844"	16460000	500	1	16460000	596596	3.62	NA	NA	NA	-317	NA	NA	1.05	10690	NA	7.42	4.06
"2,249"	31900000	500	1	31900000	2803361	8.79	NA	NA	15.91	443	NA	NA	0.68	10359	NA	43.41	4.89
2조 168	65907330	5000	1	65907330	6773725	10.28	3.92	33269	7.59	4030	7.84	3904	0.76	40352	NA	7.42	4.06
"4조 8,846"	326726323	5000	1	326726323	24482335	7.49	3.8	15000	NA	-310	20.26	738	2.89	5178	NA	111.6	5.52
"2,586"	32947142	1000	1	32947142	523260	1.59	3.33	9567	NA	-394	48.46	162	1.34	5839	NA	-22.81	0.98
"1조 1,484"	196982894	5000	1	196982894	77382000	39.28	3.92	7154	3.32	1756	3.28	1776	0.31	19070	NA	4.89	0.72
"3,515"	15834554	2500	1	15834554	839727	5.3	4	25000	12.57	1766	NA	NA	2.56	8686	NA	99.27	0.31
"6,945"	20920054	2500	1	20920054	1142308	5.46	NA	NA	NA	-1378	NA	NA	3.49	9516	NA	99.27	0.31
"3,615"	66452155	500	1	66452155	2567046	3.86	NA	NA	NA	-427	NA	NA	2.67	2037	NA	99.27	0.31
"18조 7,945"	415807920	5000	1	415807920	276245940	66.44	4	57153	5.51	8198	5.43	8319	0.43	105769	NA	4.89	0.72
"1,227"	22434980	500	1	22434980	633507	2.82	NA	NA	NA	-306	NA	NA	0.7	7792	NA	-30.14	2.68
"1,547"	13000000	500	1	13000000	110910	0.85	NA	NA	NA	-1060	NA	NA	2.56	4645	NA	-30.14	2.68
"3,554"	116706940	500	1	116706940	3513342	3.01	NA	NA	NA	-201	NA	NA	1.72	1770	NA	21.24	2.04
"1조 1,701"	100008897	5000	1	100008897	162599	0.16	NA	NA	14.2	824	NA	NA	1.24	9462	0.85	41.1	2.67
"3,058"	13013232	5000	1	13013232	392669	3.02	NA	NA	29.6	794	NA	NA	0.82	28575	NA	63.27	3.47
"2,707"	18476380	1000	1	18476380	1716707	9.29	NA	NA	5.33	2749	NA	NA	0.26	56017	NA	41.1	2.67
"2,628"	4840000	5000	1	4840000	1430882	29.56	4	69000	4.85	11190	NA	NA	0.52	104581	NA	63.27	3.47
"2,412"	4224646	5000	1	4224646	1354799	32.07	NA	NA	4.41	12949	NA	NA	0.35	162854	NA	63.27	3.47
953	91661018	500	1	91661018	41979262	45.8	NA	NA	NA	-451	NA	NA	2.3	453	NA	54.34	11.24
"2,539"	23185880	500	1	23185880	2169322	9.36	NA	NA	9.06	1209	NA	NA	0.84	13095	NA	111.6	5.52
"2,334"	60314092	5000	1	60314092	13637916	22.61	NA	NA	4.3	900	NA	NA	0.45	8587	NA	6.3	2.81
"1,018"	42685000	500	1	42685000	3084468	7.23	NA	NA	10.74	222	NA	NA	0.6	3951	NA	25.05	1.32
"1,027"	34802000	500	1	34802000	1675383	4.81	NA	NA	10.21	289	NA	NA	0.57	5219	NA	25.05	1.32
"4,313"	29240000	5000	1	29240000	6742614	23.06	4	24000	10.43	1414	9.09	1623	0.35	42616	NA	30.14	2.17
"17조 7,734"	172557131	5000	1	172557131	60130642	34.85	4	120750	14.56	7074	10.55	9759	0.88	116777	NA	29.15	1.43
"7조 5,141"	357815700	5000	1	357815700	84865125	23.72	3.9	21480	NA	-6872	-14.26	-1473	0.69	30549	NA	-3.27	1.43
1조 814	38760000	5000	1	38760000	8657742	22.34	4	26083	7.6	3670	3.69	7570	0.72	38555	NA	9.29	5.26
"24조 2,238"	15618197	5000	1	15618197	7121390	45.6	4	1948889	34.75	44633	33.3	46570	5.57	278466	NA	82.47	2.35
"5조 2,612"	436611361	5000	1	213939571	133608424	62.45	4	17974	6.64	1815	7.07	1704	0.69	17390	NA	13.34	0.49
"4조 4,612"	23667107	5000	1	23667107	7599527	32.11	4	215143	34.17	5516	14.65	12867	1.92	98037	NA	61.85	3.56
"24조 2,199"	163647814	5000	1	163647814	56053448	34.25	4	156550	32.15	4604	11.68	12672	1.7	86845	NA	34.66	6.1
"6,923"	8967670	5000	1	8967670	1945878	21.7	3.83	85500	22.25	3470	12.76	6052	0.79	97816	NA	34.12	4.45
"3,756"	77446865	2500	1	37948964	6122322	16.13	3.5	5275	NA	-1126	17.64	275	0.39	12414	NA	-18.79	3.6
"70조 3,806"	70592343	5000	1	70592343	30720314	43.52	4	1065810	93.15	10703	55.75	17884	4.2	237125	NA	63.27	3.47
"7,909"	22000000	5000	1	22000000	1398222	6.36	4	41883	24.72	1454	15.5	2320	1.18	30362	NA	40.99	1.41
"2조 3,087"	32200000	5000	1	32200000	4129331	12.82	4	87889	NA	-72	19.04	3765	0.62	116525	NA	-216.96	3.18
"2,065"	78803016	5000	1	78803016	85349	0.11	NA	NA	NA	-122	NA	NA	0.37	7156	NA	30.14	2.17
"2,343"	30624879	500	1	30624879	812791	2.65	4	9400	23.91	320	26.29	291	1.65	4642	NA	-216.96	3.18
598	7378526	500	1	7378526	59651	0.81	NA	NA	64.88	125	NA	NA	0.91	8878	NA	98	0.9
"50조 5,931"	164263395	100	1	164263395	92852971	56.53	4.04	393958	61.32	5023	60.37	5102	6.93	44439	NA	114.98	2.7
"3조 2,784"	281408887	5000	1	281408887	42641588	15.15	4	13820	5.66	2058	5.71	2040	0.61	19249	NA	6.3	2.81
781	18660000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"6,819"	37882300	500	1	37882300	8853889	23.37	4	28000	260.87	69	NA	NA	0.97	18640	NA	25.05	1.32
938	28600117	500	1	28600117	114798	0.4	NA	NA	12.28	267	NA	NA	0.8	4091	NA	41.1	2.67
"2조 4,684"	23849371	5000	1	23849371	4787267	20.07	4	95200	NA	-30950	-36.52	-2834	0.96	107869	NA	63.27	3.47
"1,160"	7506711	500	1	7506711	184646	2.46	NA	NA	7.09	2179	NA	NA	0.42	36676	NA	-30.14	2.68
"8,335"	14623136	5000	1	14623136	3730567	25.51	4	65125	13.37	4262	11.9	4789	1.04	54960	NA	43.41	4.89
"2,048"	33252697	2500	1	33252697	3449381	10.37	NA	NA	15.21	405	NA	NA	0.25	24748	NA	43.41	4.89
"2,600"	16303886	500	1	16303886	1713164	10.51	NA	NA	5.54	2880	NA	NA	0.28	56206	NA	43.41	4.89
"8조 2,861"	112582792	2500	1	112582792	85477366	75.92	3.93	81133	NA	-7458	-9.51	-7736	1.54	47812	NA	-12.33	4.48
"4,682"	18252582	5000	1	0	0	0	4	30500	NA	-3964	-7.66	-3350	0.9	28438	NA	-18.79	3.6
"2,623"	139896190	500	1	139896190	2730005	1.95	NA	NA	NA	-1063	NA	NA	0.47	3976	NA	-18.79	3.6
"5,827"	14677004	5000	1	14677004	234659	1.6	NA	NA	24.09	1648	NA	NA	0.98	40572	NA	-38.05	3.72
"1,433"	202424960	500	1	202424960	3808915	1.88	NA	NA	NA	-21	NA	NA	0.73	966	NA	30.14	2.17
"1,192"	44964143	500	1	44964143	240612	0.54	NA	NA	NA	-24	NA	NA	0.92	2878	NA	43.41	4.89
"1,061"	111133730	500	1	111133730	38985494	35.08	NA	NA	NA	-78	NA	NA	1.16	824	NA	63.27	3.47
"1,822"	65429516	500	1	65429516	5108072	7.81	NA	NA	67.93	41	NA	NA	0.37	7614	NA	-30.14	2.68
"21조 7,413"	70360297	200	1	70360297	15472795	21.99	4	347800	1303.8	237	78.33	3945	0.9	342805	NA	29.15	1.43
"4조 1,655"	37868298	5000	1	37868298	3022166	7.98	4	118357	48.82	2253	35.67	3084	2.11	52064	NA	63.27	3.47
"9,415"	9230244	5000	1	9230244	867901	9.4	4	136667	2.39	42716	3.21	31790	0.48	210647	NA	19.16	1.29
"1조 2,335"	248187647	2500	1	248187647	30568426	12.32	4	6525	NA	-231	11.69	425	0.51	9754	NA	29.15	1.43
"1조 1,899"	19037855	5000	1	19037855	1864742	9.79	NA	NA	4.1	15229	NA	NA	0.66	94360	NA	-12.33	4.48
"8,413"	18990164	1000	1	18990164	957356	5.04	4	59688	8.4	5274	11.68	3792	1.99	22237	NA	4.24	0.49
"4,870"	47285840	500	1	47285840	337910	0.71	4	12500	15.9	648	17.91	575	1.01	10247	NA	51.92	1.31
"24조 9,657"	92465564	5000	1	92465564	22384468	24.21	3.88	249941	NA	-26294	-12.44	-21712	1.5	179631	NA	-12.33	4.48
"4,291"	472590171	500	1	472590171	26449479	5.6	NA	NA	60.53	15	NA	NA	0.7	1290	NA	6.3	2.81
"4조 6,026"	11741396	5000	1	11741396	2129722	18.14	4	520000	17.89	21916	NA	NA	5.16	76041	NA	63.27	3.47
"19조 7,827"	80745711	500	1	39565399	27853826	70.4	4	323810	18.04	13580	14.82	16537	0.75	327560	NA	13.34	0.49
95조 43	728002365	5000	1	728002365	365499637	50.21	4	149720	33.11	3942	25.72	5074	1.77	73800	NA	21.24	2.04
"6,394"	8629009	5000	1	8629009	225239	2.61	3.86	86714	NA	-1525	7410	10	2	37037	NA	27.45	1.17
"1,124"	19726902	2500	1	19726902	33076	0.17	NA	NA	NA	-865	NA	NA	2.21	2575	NA	9.29	5.26
"1,668"	23008904	2500	1	23008904	0	0	NA	NA	NA	-1	NA	NA	0.85	8565	NA	-22.81	0.98
"1,116"	28365976	2500	1	28365976	6927	0.02	NA	NA	NA	-1010	NA	NA	0.83	4725	NA	-22.81	0.98
"1,228"	23000000	1000	1	23000000	99124	0.43	NA	NA	333.75	16	NA	NA	1.06	5020	NA	41.1	2.67
422	15326438	500	1	15326438	688718	4.49	NA	NA	NA	-45	NA	NA	0.36	7659	NA	63.27	3.47
"3,992"	59496045	500	1	59496045	1362506	2.29	NA	NA	NA	-98	NA	NA	4.36	1539	NA	-18.79	3.6
971	4160347	5000	1	4160347	193857	4.66	NA	NA	10.93	2136	NA	NA	0.35	66595	NA	-216.96	3.18
"1,443"	6500000	1000	1	6500000	654237	10.07	NA	NA	9.02	2460	NA	NA	0.27	82555	NA	34.12	4.45
"5조 2,629"	213940500	500	1	213940500	48047772	22.46	4	29000	NA	-888	-19.2	-1281	1.52	16215	NA	-25.11	1.1
409	27549644	500	1	27549644	469783	1.71	NA	NA	NA	NA	NA	NA	1.9	780	NA	-18.79	3.6
"2,918"	21691750	500	1	21691750	98989	0.46	NA	NA	27.85	483	NA	NA	1.21	11089	NA	63.27	3.47
"6,870"	13604730	1000	1	13604730	1401442	10.3	4	103000	16.61	3040	NA	NA	1.95	25938	NA	15.56	1.05
"1,111"	5895406	2500	1	5895406	908929	15.42	NA	NA	6.29	2999	NA	NA	0.32	58904	NA	19.16	1.29
712	2365023	5000	1	2365023	261581	11.06	NA	NA	13.65	2205	NA	NA	0.16	188479	NA	-12.33	4.48
"3,701"	27415270	500	1	27415270	861547	3.14	NA	NA	8.19	1648	NA	NA	0.48	28421	NA	30.14	2.17
"3,634"	23906860	500	1	23906860	223199	0.93	4	12000	50.17	303	NA	NA	2.33	6511	NA	99.27	0.31
"2,960"	41276365	500	1	41276365	1233631	2.99	NA	NA	286.8	25	NA	NA	1.37	5230	NA	63.27	3.47
448	1570797	5000	1	1570797	193394	12.31	NA	NA	16.98	1678	NA	NA	0.66	43359	NA	34.66	6.1
"2,907"	8930907	5000	1	8930907	1951903	21.86	NA	NA	3.23	10073	NA	NA	0.56	58608	NA	7.42	4.06
"1,537"	32600000	500	1	32600000	713177	2.19	NA	NA	19.17	246	NA	NA	0.82	5761	NA	43.41	4.89
"1,127"	24939425	1000	1	24939425	87424	0.35	NA	NA	13.74	329	NA	NA	1.11	4088	NA	27.45	1.17
"7조 8,877"	18870000	5000	1	18870000	4412740	23.38	3.93	541667	14.08	29683	12.94	32310	1.07	389688	NA	21.46	3.4
"3,000"	20000000	1000	1	20000000	1394192	6.97	NA	NA	NA	-1088	NA	NA	0.25	59710	NA	41.1	2.67
"4,964"	52420851	1000	1	52420851	11706490	22.33	4	12000	9.09	1042	NA	NA	0.8	11823	NA	99.27	0.31
930	43337615	500	1	43337615	1685599	3.89	NA	NA	11.41	188	NA	NA	0.91	2349	NA	-216.96	3.18
"1,451"	57943763	500	1	57943763	12284237	21.2	NA	NA	NA	-56	NA	NA	0.58	4293	NA	61.85	3.56
"2,512"	1600000	5000	1	1600000	194319	12.14	NA	NA	5.92	26499	NA	NA	0.36	430950	NA	-27.68	2
"5,056"	64653296	5000	1	64653296	2810551	4.35	NA	NA	4.12	1900	NA	NA	0.4	19373	NA	6.3	2.81
"4,497"	24982540	500	1	24982540	51601	0.21	NA	NA	12.76	1411	NA	NA	4.36	4128	NA	27.45	1.17
"2,969"	5810616	5000	1	5810616	1673053	28.79	NA	NA	9.3	5497	NA	NA	0.52	97493	NA	63.27	3.47
"1,679"	38823864	500	1	38823864	1040313	2.68	NA	NA	6.71	645	NA	NA	1.63	2649	1.16	30.14	2.17
849	49376445	500	1	49376445	181593	0.37	NA	NA	86	20	NA	NA	2.41	715	NA	11.67	3.18
"1,746"	18400520	1000	1	18400520	127884	0.7	NA	NA	32.72	290	NA	NA	2.2	4304	NA	99.27	0.31
"4,548"	24000000	500	1	24000000	132138	0.55	NA	NA	41.65	455	NA	NA	3.97	4774	NA	63.27	3.47
"1,172"	34869420	500	1	34869420	765489	2.2	NA	NA	9.68	347	NA	NA	0.66	5120	NA	-12.33	4.48
"1,430"	26682886	1000	1	26682886	470580	1.76	NA	NA	765.71	7	NA	NA	0.45	11782	NA	-47.05	2.31
669	1000000	5000	1	1000000	3847	0.38	NA	NA	NA	-3454	NA	NA	0.54	123048	1.94	12.55	2.38
"2,647"	44048135	500	1	44048135	223569	0.51	NA	NA	NA	-387	NA	NA	3.01	1998	NA	63.27	3.47
"3,451"	36633924	5000	1	36633924	1286777	3.51	3.67	9467	9.23	1021	7.91	1191	0.87	10850	NA	7.42	4.06
5조 272	30467691	5000	1	30467691	8812706	28.92	3.79	190071	14.12	11687	10.06	16400	1.58	104401	NA	63.27	3.47
"2,700"	117904727	500	1	117904727	2702465	2.29	NA	NA	NA	-93	NA	NA	1.19	1925	NA	43.41	4.89
358	11981820	500	1	11981820	225844	1.88	NA	NA	NA	-2626	NA	NA	1.2	2496	NA	83.7	2.6
1조 887	287260287	5000	1	287260287	13486811	4.69	2.5	4500	NA	-349	NA	NA	0.92	4124	NA	43.41	4.89
"1,098"	29200000	500	1	29200000	18622070	63.77	NA	NA	14.75	255	NA	NA	0.46	8112	3.99	-30.14	2.68
"33조 8,073"	405363347	5000	1	405363347	149719604	36.93	4	81889	38.75	2152	24.44	3413	1.15	72443	NA	54.34	11.24
"6조 3,747"	738664360	5000	1	738664360	77158049	10.45	3.53	10336	4.41	1958	4.59	1881	0.29	29815	NA	4.89	0.72
"1,490"	45152280	500	1	45152280	420526	0.93	NA	NA	12.5	264	NA	NA	1.84	1793	NA	7.42	4.06
"1,588"	37240693	1000	1	37240693	264081	0.71	NA	NA	3.28	1299	NA	NA	0.84	5086	NA	39.21	4.04
"1,474"	9828901	5000	1	9828901	118707	1.21	NA	NA	21.07	712	NA	NA	2.5	5993	NA	7.42	4.06
"4,699"	110179090	500	1	110179090	6353644	5.77	NA	NA	43.52	98	NA	NA	2.5	1708	NA	21.46	3.4
"1,519"	36212160	500	1	36212160	82177	0.23	NA	NA	NA	-122	NA	NA	1.5	2794	NA	61.85	3.56
"2,149"	720000	5000	1	720000	173637	24.12	NA	NA	NA	-32645	NA	NA	0.29	1036819	NA	27.45	1.17
"4,506"	49678843	1000	1	49678843	3014931	6.07	NA	NA	14.4	630	NA	NA	0.95	9560	NA	63.27	3.47
"2,418"	53543977	500	1	53543977	1343244	2.51	NA	NA	13.32	339	NA	NA	0.24	18526	NA	43.41	4.89
"5,997"	97667877	500	1	97667877	6843771	7.01	3.75	6775	40.93	150	37.9	162	0.41	14976	NA	43.41	4.89
"1,743"	32699622	500	1	32699622	1724104	5.27	NA	NA	NA	-551	NA	NA	1.83	2910	NA	34.12	4.45
"10조 3,444"	85845303	100	1	85845303	19541768	22.76	3.47	156563	48.81	2469	37.73	3194	1.93	62399	NA	33.06	1.05
"1,906"	20000000	500	1	20000000	1204585	6.02	NA	NA	10.46	911	NA	NA	0.58	16505	NA	34.12	4.45
"1,435"	13291151	500	1	13291151	280584	2.11	NA	NA	24.16	447	NA	NA	0.31	35366	NA	34.12	4.45
"4조 8,967"	11686538	5000	1	11686538	2368866	20.27	3.83	412500	112.39	3728	59.37	7058	4.35	96302	NA	99.27	0.31
2조 598	47028210	500	1	47028210	3170934	6.74	NA	NA	41.4	1058	NA	NA	2.51	17448	NA	99.27	0.31
"1조 7,761"	6082642	5000	1	6082642	1101453	18.11	3.93	406538	13.1	22289	13.21	22107	0.83	351889	NA	27.45	1.17
"3,520"	4637790	5000	1	4637790	211249	4.55	NA	NA	5.65	13441	NA	NA	0.36	208648	NA	27.45	1.17
841	15400000	500	1	15400000	451810	2.93	NA	NA	NA	-344	NA	NA	0.66	8252	NA	-47.05	2.31
1조 589	44866617	500	1	44866617	10175022	22.68	NA	NA	3.79	6220	NA	NA	0.67	35250	NA	25.31	1.67
"3,151"	84702850	500	1	84702850	5189796	6.13	3.5	4500	NA	-165	NA	NA	0.56	6609	NA	-19.08	0.72
930	10821611	5000	1	10821611	71105	0.66	NA	NA	NA	-1672	NA	NA	0.26	33373	NA	-27.68	2
"2,399"	33890150	500	1	33890150	4873106	14.38	NA	NA	2.76	2562	NA	NA	0.42	17025	4.24	4.53	1.14
"7,289"	49416925	500	1	49416925	4221278	8.54	4	13500	NA	NA	NA	NA	1.16	12691	2.03	49.8	3.56
"1,865"	23728210	1000	1	23728210	761553	3.21	NA	NA	26.29	299	NA	NA	0.49	16007	NA	-30.14	2.68
475	10490447	500	1	10490447	4384688	41.8	NA	NA	188.75	24	NA	NA	0.29	15872	11.04	61.85	3.56
"8,821"	22053284	5000	1	22053284	584705	2.65	4	42000	5.06	7908	NA	NA	1.18	33913	NA	7.42	4.06
955	16672240	1000	1	16672240	384590	2.31	NA	NA	NA	-291	NA	NA	0.62	9310	NA	-47.05	2.31
"2조 8,884"	34800000	5000	1	34800000	11249500	32.33	4	115071	4.39	18894	3.85	21583	0.49	169000	NA	7.42	4.06
639	15225000	1000	1	15225000	198402	1.3	NA	NA	NA	-1020	NA	NA	0.75	5572	NA	-47.05	2.31
"9,753"	34648025	1000	1	34648025	5592331	16.14	4	36167	6.73	4180	7.36	3825	0.92	30643	NA	27.45	1.17
"3,748"	36212538	1000	1	36212538	2132736	5.89	NA	NA	3.14	3293	NA	NA	0.58	17883	NA	27.45	1.17
"1,504"	45235478	5000	1	45235478	375073	0.83	NA	NA	NA	-1401	NA	NA	0.29	11598	NA	-12.33	4.48
"1,424"	27500000	1000	1	27500000	483579	1.76	NA	NA	9.83	527	NA	NA	0.46	11152	NA	19.16	1.29
"4,376"	16089459	1000	1	16089459	467093	2.9	NA	NA	9.57	2843	NA	NA	0.96	28353	NA	19.16	1.29
"6,448"	50773400	5000	1	50773400	9525539	18.76	4	17000	11.71	1085	NA	NA	0.43	29686	NA	6.3	2.81
"1,286"	29565939	500	1	29565939	167703	0.57	NA	NA	82.08	53	NA	NA	2.36	1843	NA	21.46	3.4
"1,832"	108394549	500	1	108394549	1590024	1.47	NA	NA	39.3	43	NA	NA	1.14	1487	NA	14.27	2.38
"2조 6,974"	415622638	5000	1	415622638	34367970	8.27	4	6233	14.02	463	11.27	576	1.01	6438	NA	7.42	4.06
"1,427"	47646375	500	1	47646375	495505	1.04	NA	NA	NA	-43	NA	NA	3.73	804	NA	43.41	4.89
"2조 9,451"	107290669	5000	1	107290669	10032180	9.35	3.83	31383	16.89	1625	9.64	2847	0.73	37566	NA	-22.81	0.98
"3조 1,687"	58141980	500	1	58141980	3015606	5.19	3	25000	62.79	868	NA	NA	3.57	15248	NA	99.27	0.31
"1조 8,539"	11586575	2500	1	11586575	576496	4.98	3.6	112600	NA	-143	NA	NA	3.25	49193	NA	99.27	0.31
"2,691"	62000000	500	1	62000000	1386948	2.24	NA	NA	96.44	45	NA	NA	0.58	7495	NA	43.41	4.89
"1,005"	71016967	500	1	71016967	1363376	1.92	NA	NA	NA	-4	NA	NA	1.23	1154	NA	-216.96	3.18
"3,624"	20243603	500	1	20243603	3699237	18.27	4	21500	15.05	1189	NA	NA	1.67	10691	NA	99.27	0.31
726	41249152	500	1	41249152	660257	1.6	NA	NA	NA	-14	NA	NA	0.91	1931	NA	30.14	2.17
"1,032"	106915987	500	1	106915987	2826283	2.64	NA	NA	6.94	139	NA	NA	0.89	1089	NA	43.41	4.89
955	116662887	500	1	116662887	3559946	3.05	NA	NA	NA	-41	NA	NA	0.95	860	NA	43.41	4.89
"1,408"	91140499	500	1	91140499	2246072	2.46	NA	NA	29.71	52	NA	NA	0.63	2444	NA	21.46	3.4
