시가총액	상장주식수	액면가	매매단위	외국인한도주식수	외국인보유주식수	외국인소진율	투자의견	목표주가	PER_202009	EPS_202009	추정PER	추정EPS	PBR_202009	BPS_202009	배당수익률	동일업종PER	동일업종등락률
"11조 1,207"	137292497	5000	1	137292497	55487990	40.42	4	111824	11.3	7168	10.31	7859	1.16	70129	NA	11.24	0.5
"3,283"	69620000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3,342"	23620751	500	1	23620751	628290	2.66	4	20000	29.92	473	NA	NA	1.11	12697	NA	61.85	3.56
"9,052"	120369116	500	1	120369116	34858343	28.96	4	11000	6.05	1242	NA	NA	0.31	24025	NA	7.1	0.65
"9,768"	10049509	500	1	10049509	2412770	24.01	3.94	133647	24.06	4040	23.12	4204	2.66	36511	NA	82.47	2.35
"1,652"	9603921	500	1	9603921	545963	5.68	NA	NA	36.83	467	NA	NA	0.53	32607	NA	99.27	0.31
"5,850"	29247965	1000	1	29247965	632374	2.16	4	29250	263.16	76	NA	NA	3.86	5187	NA	63.27	3.47
"3,303"	26110825	1000	1	26110825	265643	1.02	NA	NA	NA	-500	NA	NA	2.49	5078	NA	63.27	3.47
393	30907210	500	1	30907210	834629	2.7	NA	NA	NA	-35	NA	NA	1.66	767	NA	21.31	0.98
"2,721"	12626426	5000	1	12626426	1568563	12.42	NA	NA	2.94	7341	NA	NA	0.43	50594	NA	63.27	3.47
"4,903"	25210438	5000	1	25210438	685167	2.72	4	25250	5.74	3388	5.4	3600	0.95	20472	NA	7.42	4.06
"2,376"	68658635	1000	1	68658635	471781	0.69	NA	NA	NA	-325	NA	NA	3.63	952	NA	30.14	2.17
"1조 1,412"	26978840	5000	1	26978840	4228804	15.67	4	53167	7.57	5585	7.86	5382	0.59	72011	NA	63.27	3.47
"2,014"	38000000	1000	1	38000000	513824	1.35	4	6300	NA	-74	NA	NA	1.05	5040	NA	63.27	3.47
"5조 4,612"	73799619	500	1	73799619	44967177	60.93	4	94222	15.29	4839	12.67	5841	3.76	19700	NA	15.56	1.05
"1,014"	67851466	500	1	67851466	215604	0.32	NA	NA	NA	-53	NA	NA	1.1	1363	NA	25.31	1.67
"6,750"	7112437	500	1	7112437	396401	5.57	NA	NA	6.53	14536	NA	NA	0.79	119584	NA	15.56	1.05
"8,616"	22437330	100	1	22437330	1241285	5.53	4	54500	11.21	3426	NA	NA	1.75	21937	NA	15.56	1.05
"1,409"	227211638	500	1	227211638	2026544	0.89	NA	NA	NA	-11	NA	NA	1.29	482	NA	-30.14	2.68
"1,102"	12523850	200	1	12523850	107535	0.86	NA	NA	5.68	1548	NA	NA	0.75	11658	NA	27.45	1.17
"1,318"	14847347	500	1	14847347	384354	2.59	NA	NA	NA	-225	NA	NA	0.47	18805	NA	27.45	1.17
"2,711"	18505691	500	1	18505691	444821	2.4	4	14500	79.19	185	NA	NA	9.93	1476	NA	114.98	2.7
"3조 5,875"	24077313	5000	1	24077313	5368511	22.3	3.93	157286	6.58	22659	6.13	24322	1.42	105033	NA	6.3	2.81
685	62022534	500	1	62022534	0	0	NA	NA	NA	-2054	NA	NA	3.89	284	NA	-18.79	3.6
"1,175"	27583100	500	1	27583100	361501	1.31	NA	NA	27.66	154	NA	NA	0.89	4802	NA	21.46	3.4
"1,625"	29228750	500	1	29228750	1033088	3.53	NA	NA	NA	-140	NA	NA	0.69	8096	NA	21.46	3.4
"1,537"	11600000	500	1	11600000	209483	1.81	NA	NA	13.17	1006	NA	NA	1.28	10379	NA	63.27	3.47
"9,174"	1113400	5000	1	1113400	88490	7.95	NA	NA	8.84	93173	NA	NA	0.21	3976576	NA	63.27	3.47
"3,838"	70805940	500	1	70805940	1560136	2.2	NA	NA	NA	-36	NA	NA	1.22	4458	NA	14.27	2.38
444	36700000	500	1	36700000	921362	2.51	NA	NA	NA	-93	NA	NA	0.61	1992	NA	43.41	4.89
"5,310"	38899098	500	1	38899098	4293804	11.04	NA	NA	1.77	7723	NA	NA	0.89	15418	NA	7.42	4.06
349	7600000	500	1	7600000	163610	2.15	NA	NA	148.23	31	NA	NA	1.07	4288	NA	43.41	4.89
"1,076"	48149587	500	1	48149587	1185438	2.46	2	NA	NA	-359	NA	NA	0.64	3512	NA	30.14	2.17
"1,878"	4717650	500	1	4717650	102444	2.17	NA	NA	12.93	3079	NA	NA	1.67	23773	NA	63.27	3.47
"1,159"	9702706	500	1	9702706	113665	1.17	4	16000	42.68	280	NA	NA	0.62	19233	NA	84.64	0.53
"1,563"	17640000	200	1	17640000	106213	0.6	NA	NA	NA	-1810	NA	NA	2.09	4249	NA	82.47	2.35
357	20856819	500	1	20856819	133848	0.64	NA	NA	NA	-4256	NA	NA	0.45	3771	NA	30.14	2.17
654	18000000	500	1	18000000	158799	0.88	NA	NA	NA	-1174	NA	NA	1.13	3210	NA	43.41	4.89
1조 594	37500902	500	1	37500902	2979079	7.94	4	34000	NA	NA	NA	NA	1.32	21452	NA	7.76	4.06
"3,001"	110330279	500	1	55154107	549340	1	3.25	2629	NA	-1796	-1.63	-1672	2.7	1006	NA	-4.92	2.65
874	76680856	500	1	76680856	546280	0.71	NA	NA	NA	-1029	NA	NA	0.99	1146	NA	-4.92	2.65
"9,204"	59958950	500	1	59958950	4804143	8.01	NA	NA	133.48	115	NA	NA	16.42	935	NA	63.27	3.47
"2,725"	36727943	500	1	36727943	1718673	4.68	NA	NA	65.09	114	NA	NA	0.86	8598	NA	27.45	1.17
"2조 5,793"	534569512	1000	1	534569512	62596156	11.71	3.92	5485	19.07	253	17.05	283	0.85	5680	NA	111.6	5.52
"1,089"	48061460	500	1	48061460	1717983	3.57	NA	NA	NA	-82	NA	NA	3.04	745	NA	40.99	1.41
"3,352"	11500000	1000	1	11500000	2368567	20.6	4	35000	9.04	3223	NA	NA	0.59	49785	NA	21.31	0.98
947	37502728	500	1	37502728	264387	0.7	NA	NA	NA	-376	NA	NA	4.07	620	NA	39.21	4.04
673	54902259	500	1	54902259	1352167	2.46	NA	NA	NA	-10	NA	NA	2.72	450	NA	43.41	4.89
519	14625466	500	1	14625466	2165342	14.81	NA	NA	NA	-191	NA	NA	0.49	7318	NA	43.41	4.89
"23조 6,276"	87186835	5000	1	87186835	44485430	51.02	4	341389	24.82	10917	16.59	16336	0.48	566971	NA	41.1	2.67
"1,068"	6000000	5000	1	6000000	94374	1.57	NA	NA	23.67	752	NA	NA	0.48	36870	NA	21.46	3.4
"1조 8,938"	123375149	5000	1	123375149	13657882	11.07	3.83	18250	8.47	1813	6.92	2218	0.59	25908	NA	9.29	5.26
"7조 8,065"	60988220	500	1	60988220	4423435	7.25	3.87	96969	287.64	445	253.47	505	8.33	15365	NA	63.27	3.47
551	45007695	500	1	45007695	800802	1.78	NA	NA	NA	-221	NA	NA	0.85	1447	NA	82.47	2.35
"6,671"	38120539	500	1	38120539	295979	0.78	4	23000	43.21	405	27.17	644	1.87	9338	NA	27.45	1.17
"8,505"	28024278	5000	1	28024278	3953828	14.11	4	36167	18.47	1643	11.61	2614	0.6	50330	NA	21.46	3.4
"2,860"	7835167	5000	1	7835167	555260	7.09	NA	NA	16.91	2159	NA	NA	0.33	109849	NA	21.46	3.4
"7,375"	90043128	500	1	90043128	9630239	10.7	NA	NA	NA	-593	NA	NA	2.64	3107	NA	189.41	3.74
"11조 4,843"	300242062	5000	1	300242062	201865878	67.23	4	45210	4.68	8176	4.59	8336	0.36	104821	NA	4.89	0.72
"4,082"	16200000	500	1	16200000	4397	0.03	4	30500	15.73	1602	NA	NA	1.7	14832	NA	99.27	0.31
"8,503"	13939185	500	1	13939185	843256	6.05	3.5	57125	NA	-8801	-6.52	-9350	4.04	15095	NA	-25.11	1.1
257	13044500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	16149790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	1999944	5000	1	1999944	14417	0.72	NA	NA	NA	-1705	NA	NA	0.3	62831	NA	41.1	2.67
352	6281748	2500	1	6281748	112567	1.79	NA	NA	NA	-3509	NA	NA	1.06	5287	NA	-96.58	2.16
"2조 3,916"	70133611	5000	1	70133611	6221712	8.87	4	50706	32.23	1058	21.09	1617	2.18	15609	NA	98	0.9
"3,597"	23206765	5000	1	23206765	1178136	5.08	NA	NA	8.97	1728	NA	NA	0.71	21750	NA	98	0.9
"1,148"	70020000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3조 2,310"	92313000	5000	1	27693901	8133819	29.37	3.85	35423	NA	-5436	-48.14	-727	0.4	86590	NA	19.16	1.29
"1,282"	3166355	5000	1	3166355	195054	6.16	NA	NA	NA	-10008	NA	NA	0.44	92647	NA	-24.8	0.5
"4조 8,927"	55725992	5000	1	55725992	16919242	30.36	4	99429	8.03	10929	7.35	11943	0.96	91165	NA	6.3	2.81
919	22863632	500	1	22863632	141390	0.62	NA	NA	103.08	39	NA	NA	0.64	6258	NA	21.46	3.4
"6,936"	10415000	500	1	10415000	2601983	24.98	NA	NA	14.08	4730	NA	NA	0.92	72077	NA	43.41	4.89
701	655200	5000	1	655200	13258	2.02	NA	NA	NA	-10101	NA	NA	0.47	228693	NA	63.27	3.47
938	4000000	5000	1	4000000	196350	4.91	NA	NA	7.64	3068	NA	NA	0.37	63345	NA	14.27	2.38
"3,178"	1300000	5000	1	1300000	822375	63.26	NA	NA	13.34	18327	NA	NA	3.29	74229	NA	-12.33	4.48
"4,885"	123977752	500	1	123977752	12522720	10.1	4	5150	4.11	959	NA	NA	0.65	6020	NA	4.24	0.49
16조 170	641964077	5000	1	256785634	111703497	43.5	3.93	33107	173.26	144	9.87	2527	0.23	107071	NA	71.48	0.6
444	46803136	500	1	46803136	2638679	5.64	NA	NA	NA	-281	NA	NA	0.39	2440	NA	21.24	2.04
"7조 8,204"	70773116	5000	1	70773116	11639987	16.45	4	134545	365.89	302	100.55	1099	0.67	164167	NA	-22.81	0.98
811	10950000	500	1	10950000	184796	1.69	NA	NA	NA	-356	NA	NA	0.83	8920	NA	7.42	4.06
189	11309259	500	1	11309259	163280	1.44	NA	NA	NA	-936	NA	NA	0.61	2731	NA	41.1	2.67
"2,002"	22800500	500	1	22800500	296388	1.3	NA	NA	20.09	437	NA	NA	0.7	12541	2.28	41.1	2.67
"3,458"	46050000	1000	1	46050000	6669604	14.48	4	8200	10.43	720	7.24	1038	0.46	16274	NA	41.1	2.67
"5,517"	43960757	500	1	43960757	10451241	23.77	4	14333	9.23	1360	11.02	1139	1.45	8646	NA	-22.81	0.98
"1조 1,807"	22881180	500	1	22881180	6371097	27.84	3.83	58364	37.12	1390	17.88	2886	2.36	21825	NA	82.47	2.35
"5,350"	18576719	500	1	18576719	3117853	16.78	NA	NA	11.69	2463	NA	NA	1.11	25914	NA	82.47	2.35
5조 665	123875069	500	1	123875069	49782055	40.19	3.83	41500	19.68	2078	13.18	3103	0.68	60301	NA	43.41	4.89
"1조 4,372"	93020173	500	1	93020173	6553175	7.04	4	19000	12.9	1198	11.24	1374	0.42	36684	NA	43.41	4.89
"5,075"	252489230	1000	1	252489230	34302221	13.59	4	2750	6.04	333	NA	NA	0.51	3943	NA	4.24	0.49
974	53242476	500	1	53242476	258061	0.48	NA	NA	NA	-295	NA	NA	0.99	1840	NA	41.1	2.67
"1,532"	80020000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1,067"	30450420	1000	1	30450420	684299	2.25	NA	NA	14.25	246	NA	NA	0.48	7355	NA	43.41	4.89
"2조 9,291"	97475107	5000	1	97475107	14149685	14.52	3.75	30825	22.13	1358	20.48	1467	2.36	12715	NA	40.99	1.41
"2,008"	16068000	500	1	16068000	68409	0.43	NA	NA	NA	-462	NA	NA	5.71	2188	NA	82.47	2.35
"1,652"	4532000	500	1	4532000	28904	0.64	NA	NA	NA	-312	NA	NA	2.82	12936	NA	82.47	2.35
"3,135"	15637042	500	1	15637042	1582919	10.12	NA	NA	25.44	788	NA	NA	2.42	8288	NA	63.27	3.47
"4,170"	13763533	500	1	13763533	392615	2.85	4	47500	13.27	2283	NA	NA	1.13	26848	NA	99.27	0.31
"2,103"	38874942	5000	1	38874942	1273178	3.28	4	5500	3.55	1523	NA	NA	0.8	6725	NA	7.42	4.06
"4,445"	10472070	5000	1	10472070	1164290	11.12	4	46750	14.8	2869	11.48	3698	0.49	86599	NA	43.41	4.89
"1,205"	10957550	500	1	10957550	302850	2.76	4	13000	16.25	677	NA	NA	0.87	12600	NA	7.42	4.06
1조 429	51501501	200	1	51501501	2687947	5.22	4	20500	23.68	855	NA	NA	4.02	5040	NA	21.24	2.04
"4조 9,772"	66011149	500	1	66011149	1048581	1.59	NA	NA	342.73	220	NA	NA	7.72	9768	NA	99.27	0.31
"4조 1,451"	11843029	2500	1	11843029	1618520	13.67	3.73	356200	NA	-103	648.15	540	5.94	58954	NA	99.27	0.31
"2조 4,005"	23533928	1000	1	23533928	5444193	23.13	4	134800	35.81	2848	35.73	2855	2.99	34064	NA	21.31	0.98
"7,869"	24630000	500	1	24630000	7125282	28.93	4	41500	9.68	3300	9.77	3271	0.64	49598	NA	30.14	2.17
543	6209515	5000	1	6209515	105926	1.71	NA	NA	NA	-2262	NA	NA	0.94	9305	NA	27.45	1.17
"6,140"	40000000	500	1	40000000	3168967	7.92	4	22889	94.17	163	13.9	1104	1.43	10729	NA	30.14	2.17
436	12909322	500	1	12909322	84304	0.65	NA	NA	NA	-3455	NA	NA	0.4	8395	NA	30.14	2.17
"2,872"	40000000	500	1	40000000	1166029	2.92	4	8000	17.86	402	NA	NA	0.98	7293	NA	30.14	2.17
841	27477425	500	1	27477425	805689	2.93	NA	NA	9.81	312	NA	NA	1.56	1965	NA	11.67	3.18
"3,165"	23800576	5000	1	23800576	3773783	15.86	4	20000	4.41	3015	NA	NA	0.49	26970	NA	39.21	4.04
"2조 2,252"	11295195	5000	1	11295195	4500110	39.84	4	200833	18.96	10393	17.66	11155	4.04	48786	NA	63.27	3.47
"3,741"	32109878	5000	1	32109878	4842397	15.08	4	15500	33.19	351	NA	NA	1.28	9075	NA	83.7	2.6
382	20493012	500	1	20493012	623926	3.04	NA	NA	11.04	169	NA	NA	0.87	2139	NA	39.21	4.04
"1,575"	42008577	1000	1	42008577	4655923	11.08	4	5600	8.78	427	NA	NA	0.34	11170	NA	39.21	4.04
"1,954"	80565149	1000	1	80565149	1789848	2.22	NA	NA	NA	-37	NA	NA	1.25	1937	NA	34.12	4.45
"2,314"	11570702	5000	1	11570702	1823612	15.76	NA	NA	3.07	6512	NA	NA	0.42	48177	NA	7.42	4.06
553	32446151	500	1	32446151	2108106	6.5	NA	NA	19.38	88	NA	NA	0.64	2668	NA	-30.14	2.68
"1,188"	12728534	5000	1	12728534	661096	5.19	NA	NA	2.88	3243	NA	NA	0.36	25570	NA	6.3	2.81
"9조 4,216"	533800000	100	1	533800000	107960533	20.22	3.75	18250	67.11	263	66.35	266	4.4	4015	NA	43.41	4.89
"1조 7,474"	52240638	500	1	52240638	3829254	7.33	4	52800	88.73	377	91.64	365	10.18	3285	NA	99.27	0.31
820	12000000	500	1	12000000	166579	1.39	NA	NA	14.2	481	NA	NA	1.07	6364	NA	11.67	3.18
"7,688"	6926154	5000	1	6926154	157923	2.28	4	110000	7.54	14724	NA	NA	0.59	188129	NA	34.12	4.45
556	24882353	500	1	24882353	141521	0.57	NA	NA	NA	-334	NA	NA	0.33	6721	NA	41.1	2.67
"5,694"	16821290	5000	1	16821290	81426	0.48	3	25000	11.15	3037	NA	NA	2.54	13342	NA	34.12	4.45
"3,098"	28815780	1000	1	28815780	1043369	3.62	NA	NA	11.23	957	NA	NA	0.24	45216	NA	34.12	4.45
"1조 2,690"	45000000	200	1	45000000	4988937	11.09	3.6	34800	10.47	2694	10.76	2622	1.23	22983	NA	71.48	0.6
"6,478"	38220000	200	1	38220000	1058630	2.77	3.5	21000	26.99	628	NA	NA	1.33	12750	NA	71.48	0.6
"1,405"	32600000	500	1	32600000	544355	1.67	NA	NA	10.39	415	NA	NA	1.49	2889	NA	71.48	0.6
"6,868"	14947628	5000	1	14947628	2436858	16.3	3.75	57000	29.88	1538	3.58	12835	0.64	71751	NA	11.67	3.18
"5,804"	83274281	5000	1	83274281	17425789	20.93	NA	NA	2.57	2709	NA	NA	1.66	4205	NA	7.42	4.06
"1,351"	29529812	5000	1	29529812	575688	1.95	NA	NA	60.2	76	NA	NA	0.36	12837	NA	19.16	1.29
"4조 3,203"	66262510	2500	1	66262510	10165854	15.34	2.33	31333	NA	-6063	-17.93	-3637	4.49	14526	NA	-4.92	2.65
"1,059"	66790269	500	1	66790269	384608	0.58	NA	NA	NA	-268	NA	NA	2.19	723	NA	4.24	0.49
"1,325"	59667486	500	1	59667486	110962	0.19	NA	NA	14.05	158	NA	NA	1.41	1569	NA	14.27	2.38
"2조 3,425"	74958735	5000	1	74958735	14886934	19.86	3.88	35375	12.73	2454	7.17	4360	0.57	54354	NA	13.15	1.53
"2조 6,230"	868530000	5000	1	868530000	64203154	7.39	3.42	2225	11.48	263	8.16	370	0.16	18434	NA	13.15	1.53
"4,232"	116738915	5000	1	116738915	7996486	6.85	3.5	4420	NA	-36	NA	NA	0.22	16215	NA	7.1	0.65
"8조 8,245"	159864497	5000	1	159864497	31138750	19.48	3.94	60896	NA	-545	18.67	2957	1.46	37731	NA	63.27	3.47
2조 944	110230389	5000	1	110230389	2888750	2.62	4	19000	26.91	706	29.87	636	2.12	8978	NA	40.99	1.41
"1조 9,822"	50630000	5000	1	50630000	9593788	18.95	4	40071	27.45	1426	19.64	1993	0.78	50024	NA	40.99	1.41
"6,158"	214547775	5000	1	214547775	11381081	5.3	NA	NA	8.62	333	NA	NA	0.51	5575	NA	6.3	2.81
"5,134"	17000000	5000	1	17000000	496090	2.92	4	27250	15.46	1954	12.93	2335	2.23	13549	NA	21.24	2.04
"2,350"	29116822	500	1	29116822	162577	0.56	NA	NA	NA	-496	NA	NA	0.81	9906	NA	27.45	1.17
"1,799"	21863268	500	1	21863268	178511	0.82	NA	NA	36.58	225	NA	NA	0.58	14216	NA	43.41	4.89
5조 277	111355765	5000	1	111355765	21246916	19.08	4	50381	22.01	2051	17.17	2629	0.74	60646	NA	7.42	4.06
"7,289"	19700793	5000	1	19700793	2569749	13.04	3.8	39500	NA	-1148	34.64	1068	0.57	65002	NA	-30.14	2.68
"8,598"	97704482	500	1	97704482	10528837	10.78	4	11375	20.66	426	10.06	875	0.44	20075	NA	121.21	1.77
7조 875	37500000	500	1	37500000	13122056	34.99	3.79	215500	10.62	17793	12.08	15646	1.44	131348	NA	11.67	3.18
"2조 2,702"	109142293	5000	1	109142293	5244314	4.81	3.5	18783	NA	-1761	66.67	312	1.68	12404	NA	-30.14	2.68
"3,388"	20535282	1000	1	20535282	968895	4.72	4	24333	13.61	1212	10.81	1527	0.69	23844	NA	21.31	0.98
"32조 7,939"	95054694	5000	1	95054694	40129956	42.22	4	391667	21.04	16398	19.21	17964	0.97	354526	NA	43.41	4.89
"1조 9,612"	39942149	5000	1	39942149	5243316	13.13	3.92	52125	42.25	1162	28.98	1694	0.83	59115	NA	-22.81	0.98
"1조 8,628"	23402441	5000	1	23402441	3400475	14.53	4	95158	16.31	4881	17	4682	0.41	192456	NA	-27.68	2
"1,719"	15078811	5000	1	15078811	937957	6.22	NA	NA	9.91	1150	NA	NA	0.42	27445	NA	21.46	3.4
"2,467"	32000000	500	1	32000000	971669	3.04	NA	NA	120.47	64	NA	NA	2.4	3217	NA	99.27	0.31
"4,665"	11200000	5000	1	11200000	234184	2.09	4	46000	14.94	2788	NA	NA	1.48	28208	NA	-38.05	3.72
"1조 7,755"	40815191	5000	1	40815191	10430437	25.56	4	54500	19.48	2233	21.48	2025	1.8	24203	NA	-30.14	2.68
"2조 6,040"	21000000	500	1	21000000	235865	1.12	4	101200	45.31	2737	41.07	3019	4.85	25573	NA	25.31	1.67
"2조 4,095"	27195083	5000	1	27195083	3045986	11.2	3.67	77500	19.14	4628	16.63	5328	0.74	120437	NA	43.41	4.89
"6,795"	36047135	5000	1	36047135	3564952	9.89	4	21000	NA	-5231	-4712.5	-4	0.99	18969	NA	-216.96	3.18
"55조 8,742"	213668187	5000	1	213668187	66249668	31.01	4	278684	62.49	4185	40.11	6520	0.99	265325	NA	54.34	11.24
6조 584	133445785	5000	1	133445785	26249172	19.67	4	46059	NA	-1846	-41.88	-1084	0.36	125533	NA	41.1	2.67
"2,269"	13228966	5000	1	13228966	846335	6.4	4	20000	8.94	1919	NA	NA	0.59	29117	NA	9.29	5.26
"4조 2,340"	15798617	5000	1	15798617	2792727	17.68	4	346000	NA	-16507	-22.86	-11722	0.51	522485	NA	-12.33	4.48
"4,239"	29337111	5000	1	29337111	1464383	4.99	NA	NA	5.41	2669	NA	NA	0.52	27648	NA	6.3	2.81
"1,010"	9100836	5000	1	9100836	241500	2.65	4	14000	7.01	1584	NA	NA	0.5	22038	NA	121.21	1.77
"4,205"	112876596	500	1	55309533	17673841	31.95	4	5000	12.67	294	NA	NA	0.54	6914	NA	-18.79	3.6
"1조 9,310"	89400000	500	1	89400000	33120963	37.05	4	31538	5.3	4075	5.02	4306	0.34	63157	NA	7.1	0.65
"9,588"	12000000	5000	1	5880000	3343060	56.85	4	105273	10.66	7494	6.55	12205	0.51	157495	NA	19.01	0.77
"1,558"	31154798	500	1	31154798	0	0	NA	NA	192.31	26	NA	NA	2.49	2007	NA	30.14	2.17
689	12712747	500	1	12712747	389302	3.06	NA	NA	25.21	215	NA	NA	0.56	9607	NA	-30.14	2.68
742	8000000	500	1	8000000	205226	2.57	NA	NA	NA	-1732	NA	NA	0.65	14341	NA	30.14	2.17
"3조 3,086"	39248121	5000	1	39248121	7760543	19.77	3.71	94588	NA	-3295	-18.94	-4451	4.34	19444	NA	-25.11	1.1
"1,550"	12450800	5000	1	12450800	1410420	11.33	NA	NA	3.59	3467	NA	NA	0.38	32663	NA	7.42	4.06
"1,678"	69044875	500	1	69044875	1573207	2.28	NA	NA	NA	-203	NA	NA	0.6	4019	NA	43.41	4.89
"8,112"	60536670	500	1	60536670	2608740	4.31	4	17500	19.09	702	23.8	563	1.58	8497	NA	30.14	2.17
"3,817"	55320000	500	1	55320000	9921528	17.93	NA	NA	9.76	707	NA	NA	1.08	6415	NA	30.14	2.17
"1,388"	34920410	500	1	34920410	801131	2.29	NA	NA	NA	-1813	NA	NA	0.52	7593	NA	43.41	4.89
854	29550000	500	1	29550000	476282	1.61	NA	NA	NA	-383	NA	NA	1.01	2874	NA	41.1	2.67
564	22000000	500	1	22000000	173713	0.79	NA	NA	NA	-334	NA	NA	0.42	6095	NA	-30.14	2.68
717	2200000	5000	1	2200000	175389	7.97	NA	NA	29.03	1123	NA	NA	0.24	135077	NA	-30.14	2.68
"3,227"	18600070	500	1	18600070	2654320	14.27	4	21000	14.8	1172	NA	NA	0.92	18925	NA	99.27	0.31
"1,194"	14000000	500	1	14000000	379778	2.71	NA	NA	12.75	669	NA	NA	0.45	19075	NA	21.46	3.4
"1조 5,719"	21071025	5000	1	21071025	1361432	6.46	4	100000	NA	-2133	NA	NA	0.66	112329	NA	29.15	1.43
"2,358"	11558200	500	1	11558200	109046	0.94	NA	NA	19.34	1055	NA	NA	4.77	4273	NA	25.05	1.32
"6,182"	9324548	5000	1	9324548	623493	6.69	4	80333	46.79	1417	285.78	232	0.69	95677	NA	-216.96	3.18
"7,325"	4479948	5000	1	4479948	389093	8.69	3.83	176000	NA	-14931	-30.73	-5320	2.37	69111	NA	63.27	3.47
1조 884	4327682	5000	1	4327682	778336	17.99	4	296000	12.77	19700	13.21	19036	2.06	121989	NA	30.14	2.17
"5,439"	3190126	5000	1	3190126	281236	8.82	4	201125	155.42	1097	46.09	3699	1.24	137696	NA	63.27	3.47
"1조 2,178"	92606819	500	1	92606819	4192436	4.53	4	14000	NA	-55	NA	NA	5.66	2324	NA	63.27	3.47
"2조 8,736"	60752222	1000	1	60752222	29551624	48.64	4	58455	15.95	2966	14.91	3173	2.07	22900	NA	30.14	2.17
853	14116015	5000	1	14116015	3304478	23.41	NA	NA	NA	-431	NA	NA	0.72	8389	NA	40.99	1.41
"2,732"	34500000	5000	1	34500000	1214235	3.52	4	11000	10.25	773	NA	NA	0.62	12821	NA	30.14	2.17
590	7621668	5000	1	7621668	228865	3	NA	NA	NA	-2448	NA	NA	0.15	51984	NA	41.1	2.67
1조 77	40878588	1000	1	40878588	3501873	8.57	3.75	30500	20.91	1179	13.79	1788	1.42	17352	NA	63.27	3.47
"2,101"	64242645	5000	1	64242645	1233684	1.92	NA	NA	14.16	231	NA	NA	0.28	11810	NA	7.1	0.65
301	116732559	500	1	116732559	26880524	23.03	NA	NA	NA	-239	NA	NA	2.8	92	NA	111.6	5.52
